name,amount
NTUNGAMO MUNICIPALITY,2422
NTUNGAMO MUNICIPALITY,463
NTUNGAMO MUNICIPALITY,349
NTUNGAMO MUNICIPALITY,69
NTUNGAMO MUNICIPALITY,37
RUHAAMA COUNTY,47203
RUHAAMA COUNTY,7407
RUHAAMA COUNTY,1442
RUHAAMA COUNTY,1432
RUHAAMA EAST COUNTY,24417
RUHAAMA EAST COUNTY,10875
RUSHENYI COUNTY,22152
RUSHENYI COUNTY,19417
RUSHENYI COUNTY,229
RUSHENYI COUNTY,216
NWOYA COUNTY,7294
NWOYA COUNTY,5165
NWOYA COUNTY,642
NWOYA COUNTY,392
NWOYA EAST COUNTY,3856
NWOYA EAST COUNTY,3141
NWOYA EAST COUNTY,2711
NWOYA EAST COUNTY,1028
NWOYA EAST COUNTY,449
NWOYA EAST COUNTY,306
NWOYA EAST COUNTY,206
NWOYA EAST COUNTY,204
NWOYA EAST COUNTY,171
NWOYA EAST COUNTY,124
OBONGI COUNTY,6726
OBONGI COUNTY,5968
OMORO COUNTY,12373
OMORO COUNTY,5935
OMORO COUNTY,1221
OMORO COUNTY,452
OMORO COUNTY,212
OMORO COUNTY,206
TOCHI COUNTY,8150
TOCHI COUNTY,4458
TOCHI COUNTY,1347
TOCHI COUNTY,1226
OTUKE COUNTY,6681
OTUKE COUNTY,6442
OTUKE COUNTY,1369
OTUKE COUNTY,391
OTUKE COUNTY,88
OTUKE EAST COUNTY,9396
OTUKE EAST COUNTY,6185
OTUKE EAST COUNTY,2073
OTUKE EAST COUNTY,195
OYAM COUNTY NORTH,22895
OYAM COUNTY NORTH,17114
OYAM COUNTY NORTH,8498
OYAM COUNTY NORTH,175
OYAM COUNTY NORTH,140
OYAM COUNTY SOUTH,27024
OYAM COUNTY SOUTH,14883
OYAM COUNTY SOUTH,5504
OYAM COUNTY SOUTH,1205
OYAM COUNTY SOUTH,1032
OYAM COUNTY SOUTH,358
OYAM COUNTY SOUTH,140
OYAM COUNTY SOUTH,125
ARUU COUNTY,9796
ARUU COUNTY,6199
ARUU COUNTY,2892
ARUU COUNTY,300
ARUU COUNTY,164
ARUU COUNTY,150
ARUU COUNTY,70
ARUU NORTH COUNTY,9498
ARUU NORTH COUNTY,8492
ARUU NORTH COUNTY,6413
ARUU NORTH COUNTY,528
ARUU NORTH COUNTY,495
ARUU NORTH COUNTY,248
ARUU NORTH COUNTY,180
JONAM COUNTY,23840
JONAM COUNTY,21586
JONAM COUNTY,2446
JONAM COUNTY,934
AGULE COUNTY,7190
AGULE COUNTY,6908
AGULE COUNTY,2430
AGULE COUNTY,740
AGULE COUNTY,115
AGULE COUNTY,104
GOGONYO COUNTY,6280
GOGONYO COUNTY,6214
GOGONYO COUNTY,3687
,
GOGONYO COUNTY,699
GOGONYO COUNTY,464
GOGONYO COUNTY,167
KIBALE COUNTY,5837
KIBALE COUNTY,3423
KIBALE COUNTY,1092
KIBALE COUNTY,560
KIBALE COUNTY,448
KIBALE COUNTY,164
KIBALE COUNTY,52
PALLISA COUNTY,15119
PALLISA COUNTY,10607
PALLISA COUNTY,6918
PALLISA COUNTY,2972
PALLISA COUNTY,1533
PALLISA COUNTY,543
PALLISA COUNTY,266
PALLISA COUNTY,161
BUYAMBA COUNTY,
KOOKI COUNTY,29587
KOOKI COUNTY,9300
KOOKI COUNTY,5275
RUBANDA COUNTY EAST,17502
RUBANDA COUNTY EAST,16892
RUBANDA COUNTY EAST,701
RUBANDA COUNTY EAST,221
RUBANDA COUNTY EAST,32
RUBANDA COUNTY EAST,19
RUBANDA COUNTY WEST,22238
RUBANDA COUNTY WEST,20671
BUNYARUGURU COUNTY,13036
BUNYARUGURU COUNTY,12428
BUNYARUGURU COUNTY,109
BUNYARUGURU COUNTY,105
BUNYARUGURU COUNTY,44
KATERERA COUNTY,12213
KATERERA COUNTY,9302
KATERERA COUNTY,563
KATERERA COUNTY,328
KATERERA COUNTY,139
KATERERA COUNTY,62
RUKIGA COUNTY,10911
RUKIGA COUNTY,10550
RUKIGA COUNTY,9623
RUKIGA COUNTY,6964
RUKIGA COUNTY,628
RUKIGA COUNTY,121
RUBABO COUNTY,27908
RUBABO COUNTY,20287
RUBABO COUNTY,1859
RUBABO COUNTY,332
RUBABO COUNTY,132
RUJUMBURA COUNTY,23990
RUJUMBURA COUNTY,20556
RUJUMBURA COUNTY,2149
RUJUMBURA COUNTY,230
RUKUNGIRI MUNICIPALITY,5588
RUKUNGIRI MUNICIPALITY,3584
RUKUNGIRI MUNICIPALITY,2266
RUKUNGIRI MUNICIPALITY,1098
RUKUNGIRI MUNICIPALITY,191
RUKUNGIRI MUNICIPALITY,172
RUKUNGIRI MUNICIPALITY,109
RUKUNGIRI MUNICIPALITY,91
RUKUNGIRI MUNICIPALITY,3
RWAMPARA COUNTY,11936
RWAMPARA COUNTY,4821
RWAMPARA COUNTY,1195
RWAMPARA COUNTY,882
RWAMPARA COUNTY,278
RWAMPARA COUNTY,184
RWAMPARA EAST COUNTY,11318
RWAMPARA EAST COUNTY,9331
RWAMPARA EAST COUNTY,240
RWAMPARA EAST COUNTY,228
RWAMPARA EAST COUNTY,175
RWAMPARA EAST COUNTY,91
KASILO COUNTY,6415
KASILO COUNTY,4572
KASILO COUNTY,3522
KASILO COUNTY,3477
KASILO COUNTY,470
KASILO COUNTY,137
PINGIRE COUNTY,6351
PINGIRE COUNTY,5380
PINGIRE COUNTY,2369
PINGIRE COUNTY,807
PINGIRE COUNTY,48
PINGIRE COUNTY,46
SERERE COUNTY,17826
SERERE COUNTY,12631
SERERE COUNTY,10513
SERERE COUNTY,1035
SERERE COUNTY,945
SERERE COUNTY,338
SHEEMA COUNTY NORTH,10618
SHEEMA COUNTY NORTH,8726
SHEEMA COUNTY NORTH,1292
SHEEMA COUNTY NORTH,1127
SHEEMA COUNTY NORTH,511
SHEEMA COUNTY SOUTH,12862
SHEEMA COUNTY SOUTH,12658
SHEEMA COUNTY SOUTH,343
SHEEMA COUNTY SOUTH,285
SHEEMA COUNTY SOUTH,176
SHEEMA MUNICIPALITY,17466
SHEEMA MUNICIPALITY,13733
SHEEMA MUNICIPALITY,1338
SHEEMA MUNICIPALITY,314
SHEEMA MUNICIPALITY,123
BUDADIRI COUNTY  WEST,28986
BUDADIRI COUNTY  WEST,11526
BUDADIRI COUNTY  WEST,851
BUDADIRI COUNTY  WEST,555
BUDADIRI COUNTY  WEST,394
BUDADIRI COUNTY  WEST,288
BUDADIRI COUNTY EAST,15776
BUDADIRI COUNTY EAST,12152
BUDADIRI COUNTY EAST,7941
BUDADIRI COUNTY EAST,2363
BUDADIRI COUNTY EAST,1413
BUDADIRI COUNTY EAST,1083
BUDADIRI COUNTY EAST,174
BUDADIRI COUNTY EAST,150
DAKABELA COUNTY,13480
DAKABELA COUNTY,8621
DAKABELA COUNTY,4724
GWERI COUNTY,7456
GWERI COUNTY,6462
GWERI COUNTY,3027
GWERI COUNTY,89
SOROTI COUNTY,6481
SOROTI COUNTY,6001
SOROTI COUNTY,5937
SOROTI COUNTY,888
SOROTI COUNTY,699
SOROTI COUNTY,280
SOROTI COUNTY,254
SOROTI COUNTY,147
SOROTI COUNTY,26
SOROTI EAST DIVISION,7606
SOROTI EAST DIVISION,7167
SOROTI EAST DIVISION,397
SOROTI EAST DIVISION,185
SOROTI EAST DIVISION,99
SOROTI EAST DIVISION,86
SOROTI WEST DIVISION,7248
SOROTI WEST DIVISION,5286
SOROTI WEST DIVISION,1373
SOROTI WEST DIVISION,681
LWEMIYAGA COUNTY,8527
LWEMIYAGA COUNTY,5649
LWEMIYAGA COUNTY,4196
LWEMIYAGA COUNTY,384
MAWOGOLA COUNTY SOUTH,9783
MAWOGOLA COUNTY SOUTH,8418
MAWOGOLA COUNTY SOUTH,389
MAWOGOLA COUNTY SOUTH,314
MAWOGOLA COUNTY SOUTH,237
MAWOGOLA COUNTY SOUTH,103
MAWOGOLA COUNTY SOUTH,81
MAWOGOLA NORTH COUNTY,17274
MAWOGOLA NORTH COUNTY,2544
MAWOGOLA NORTH COUNTY,2346
MAWOGOLA NORTH COUNTY,2025
MAWOGOLA NORTH COUNTY,138
MAWOGOLA NORTH COUNTY,83
MAWOGOLA NORTH COUNTY,72
MAWOGOLA NORTH COUNTY,5
MAWOGOLA WEST COUNTY,10487
MAWOGOLA WEST COUNTY,6378
MAWOGOLA WEST COUNTY,1541
MAWOGOLA WEST COUNTY,521
MAWOGOLA WEST COUNTY,86
TEREGO EAST COUNTY,10544
TEREGO EAST COUNTY,5925
TEREGO EAST COUNTY,4569
TEREGO EAST COUNTY,2188
TEREGO EAST COUNTY,1396
TEREGO EAST COUNTY,827
TEREGO EAST COUNTY,530
TEREGO EAST COUNTY,415
TEREGO WEST COUNTY,10218
TEREGO WEST COUNTY,8126
TEREGO WEST COUNTY,2631
TEREGO WEST COUNTY,1066
TEREGO WEST COUNTY,824
TEREGO WEST COUNTY,0
TEREGO WEST COUNTY,0
TORORO MUNICIPALITY,5169
TORORO MUNICIPALITY,4564
TORORO MUNICIPALITY,1174
TORORO MUNICIPALITY,1034
TORORO MUNICIPALITY,686
TORORO MUNICIPALITY,182
TORORO MUNICIPALITY,78
TORORO MUNICIPALITY,67
TORORO MUNICIPALITY,36
TORORO NORTH COUNTY,9674
TORORO NORTH COUNTY,9563
TORORO NORTH COUNTY,5834
TORORO NORTH COUNTY,201
TORORO NORTH COUNTY,131
TORORO NORTH COUNTY,122
TORORO NORTH COUNTY,51
TORORO SOUTH COUNTY,15734
TORORO SOUTH COUNTY,9008
TORORO SOUTH COUNTY,1241
TORORO SOUTH COUNTY,1104
TORORO SOUTH COUNTY,784
TORORO SOUTH COUNTY,528
TORORO SOUTH COUNTY,412
TORORO SOUTH COUNTY,118
TORORO SOUTH COUNTY,86
WEST BUDAMA CENTRAL COUNTY,12084
WEST BUDAMA CENTRAL COUNTY,7610
WEST BUDAMA CENTRAL COUNTY,468
WEST BUDAMA CENTRAL COUNTY,376
WEST BUDAMA CENTRAL COUNTY,167
WEST BUDAMA CENTRAL COUNTY,103
WEST BUDAMA CENTRAL COUNTY,50
WEST BUDAMA CENTRAL COUNTY,0
WEST BUDAMA COUNTY NORTH,10981
WEST BUDAMA COUNTY NORTH,9856
WEST BUDAMA COUNTY NORTH,1584
WEST BUDAMA COUNTY NORTH,784
WEST BUDAMA COUNTY NORTH,278
WEST BUDAMA COUNTY NORTH,175
WEST BUDAMA COUNTY NORTH,85
WEST BUDAMA COUNTY NORTH,24
WEST BUDAMA COUNTY SOUTH,13648
WEST BUDAMA COUNTY SOUTH,4603
WEST BUDAMA COUNTY SOUTH,3527
WEST BUDAMA COUNTY SOUTH,739
WEST BUDAMA COUNTY SOUTH,386
WEST BUDAMA COUNTY SOUTH,75
WEST BUDAMA NORTH EAST COUNTY,11398
WEST BUDAMA NORTH EAST COUNTY,7171
WEST BUDAMA NORTH EAST COUNTY,1572
WEST BUDAMA NORTH EAST COUNTY,1051
WEST BUDAMA NORTH EAST COUNTY,176
WEST BUDAMA NORTH EAST COUNTY,100
BUSIRO COUNTY EAST,88918
BUSIRO COUNTY EAST,14561
BUSIRO COUNTY EAST,11758
BUSIRO COUNTY EAST,1433
BUSIRO COUNTY EAST,1386
BUSIRO COUNTY EAST,1023
BUSIRO COUNTY EAST,672
BUSIRO COUNTY EAST,571
BUSIRO COUNTY EAST,450
BUSIRO COUNTY EAST,322
BUSIRO COUNTY NORTH,21401
BUSIRO COUNTY NORTH,16136
BUSIRO COUNTY NORTH,893
BUSIRO COUNTY NORTH,767
BUSIRO COUNTY NORTH,249
BUSIRO COUNTY NORTH,199
BUSIRO COUNTY SOUTH,35391
BUSIRO COUNTY SOUTH,16418
BUSIRO COUNTY SOUTH,12842
BUSIRO COUNTY SOUTH,9729
BUSIRO COUNTY SOUTH,1308
BUSIRO COUNTY SOUTH,621
BUSIRO COUNTY SOUTH,397
BUSIRO COUNTY SOUTH,263
ENTEBBE MUNICIPALITY,12528
ENTEBBE MUNICIPALITY,8874
ENTEBBE MUNICIPALITY,1476
ENTEBBE MUNICIPALITY,1113
ENTEBBE MUNICIPALITY,1081
ENTEBBE MUNICIPALITY,989
ENTEBBE MUNICIPALITY,743
ENTEBBE MUNICIPALITY,348
KIRA MUNICIPALITY,42185
KIRA MUNICIPALITY,16999
KIRA MUNICIPALITY,8488
KIRA MUNICIPALITY,1013
KIRA MUNICIPALITY,839
KIRA MUNICIPALITY,584
KIRA MUNICIPALITY,520
KIRA MUNICIPALITY,158
KYADONDO COUNTY EAST,22422
KYADONDO COUNTY EAST,6327
KYADONDO COUNTY EAST,3849
KYADONDO COUNTY EAST,2090
KYADONDO COUNTY EAST,1416
KYADONDO COUNTY EAST,898
KYADONDO COUNTY EAST,836
KYADONDO COUNTY EAST,524
KYADONDO COUNTY EAST,428
KYADONDO COUNTY EAST,120
KYADONDO COUNTY EAST,107
MAKINDYE-SSABAGABO MUNICIPALITY,35892
MAKINDYE-SSABAGABO MUNICIPALITY,19418
MAKINDYE-SSABAGABO MUNICIPALITY,12344
MAKINDYE-SSABAGABO MUNICIPALITY,3417
MAKINDYE-SSABAGABO MUNICIPALITY,1449
MAKINDYE-SSABAGABO MUNICIPALITY,823
MAKINDYE-SSABAGABO MUNICIPALITY,557
MAKINDYE-SSABAGABO MUNICIPALITY,275
MAKINDYE-SSABAGABO MUNICIPALITY,140
MAKINDYE-SSABAGABO MUNICIPALITY,78
NANSANA MUNICIPALITY,67862
NANSANA MUNICIPALITY,15367
NANSANA MUNICIPALITY,8930
NANSANA MUNICIPALITY,3911
NANSANA MUNICIPALITY,2364
NANSANA MUNICIPALITY,2253
NANSANA MUNICIPALITY,1761
NANSANA MUNICIPALITY,744
NANSANA MUNICIPALITY,703
ARINGA COUNTY,6185
ARINGA COUNTY,3792
ARINGA COUNTY,3366
ARINGA COUNTY,1501
ARINGA COUNTY,125
ARINGA COUNTY,82
ARINGA EAST COUNTY,8185
ARINGA EAST COUNTY,5453
ARINGA EAST COUNTY,1212
ARINGA EAST COUNTY,323
ARINGA EAST COUNTY,232
ARINGA NORTH COUNTY,12597
ARINGA NORTH COUNTY,4990
ARINGA SOUTH  COUNTY,13870
ARINGA SOUTH  COUNTY,7451
ARINGA SOUTH  COUNTY,869
OKORO COUNTY,25810
OKORO COUNTY,3905
OKORO COUNTY,1965
OKORO COUNTY,718
ORA COUNTY,19684
ORA COUNTY,7320
ORA COUNTY,1275
ORA COUNTY,461
,
ABIM,7705
ABIM,7608
ABIM,6920
ABIM,1787
ADJUMANI,32488
ADJUMANI,12341
ADJUMANI,1432
ADJUMANI,852
ADJUMANI,693
AGAGO,31621
AGAGO,26840
AGAGO,3819
AGAGO,1911
AGAGO,1180
ALEBTONG,29184
ALEBTONG,17269
ALEBTONG,11672
ALEBTONG,6346
ALEBTONG,1582
ALEBTONG,1040
AMOLATAR,23926
AMOLATAR,20174
AMOLATAR,7308
AMOLATAR,556
AMOLATAR,470
AMUDAT,15685
AMUDAT,11154
AMUDAT,3981
AMURIA,20284
AMURIA,18341
AMURIA,11469
AMURIA,6645
AMURIA,953
AMURU,21183
AMURU,15353
APAC,28002
APAC,24761
APAC,1185
ARUA,
ARUA CITY,39752
ARUA CITY,14044
ARUA CITY,11832
ARUA CITY,6380
ARUA CITY,2476
BUDAKA,24042
BUDAKA,14931
BUDAKA,8864
BUDAKA,6275
BUDAKA,3841
BUDAKA,2837
BUDAKA,2464
BUDAKA,438
BUDAKA,270
BUDAKA,253
BUDUDA,27516
BUDUDA,17808
BUGIRI,40638
BUGIRI,25989
BUGIRI,16769
BUGIRI,15353
BUGIRI,1747
BUGIRI,1223
BUGWERI,15739
BUGWERI,14198
BUGWERI,13084
BUGWERI,1612
BUGWERI,681
BUGWERI,681
BUHWEJU,26199
BUHWEJU,17418
BUHWEJU,2845
BUHWEJU,1077
BUHWEJU,482
BUIKWE,43215
BUIKWE,41561
BUIKWE,30275
BUIKWE,3613
BUIKWE,2590
BUIKWE,2237
BUIKWE,2054
BUIKWE,1408
BUKEDEA,
BUKOMANSIMBI,28459
BUKOMANSIMBI,16035
BUKOMANSIMBI,1562
BUKOMANSIMBI,969
BUKWO,16603
BUKWO,15585
BUKWO,415
BULAMBULI,28875
BULAMBULI,19656
BULAMBULI,1133
BULAMBULI,1009
BULIISA,23474
BULIISA,3879
BUNDIBUGYO,36594
BUNDIBUGYO,35222
BUNDIBUGYO,5
BUNYANGABU,34057
BUNYANGABU,23289
BUSHENYI,73055
BUSHENYI,10658
BUSHENYI,1629
BUSHENYI,486
BUSIA,33701
BUSIA,27148
BUSIA,14605
BUSIA,8184
BUSIA,6345
BUSIA,3650
BUSIA,1549
BUSIA,1508
BUSIA,857
BUTALEJA,33105
BUTALEJA,29586
BUTALEJA,3496
BUTALEJA,2014
BUTALEJA,1922
BUTAMBALA,22335
BUTAMBALA,14623
BUTAMBALA,187
BUTAMBALA,86
BUTEBO,14475
BUTEBO,12175
BUTEBO,8341
BUTEBO,424
BUVUMA,8154
BUVUMA,6780
BUVUMA,6671
BUYENDE,38650
BUYENDE,28347
BUYENDE,9143
BUYENDE,3568
BUYENDE,3005
DOKOLO,32223
DOKOLO,16880
DOKOLO,10460
FORT PORTAL CITY,22563
FORT PORTAL CITY,7373
FORT PORTAL CITY,3174
FORT PORTAL CITY,1110
FORT PORTAL CITY,1036
FORT PORTAL CITY,891
FORT PORTAL CITY,381
GOMBA,30253
GOMBA,22657
GOMBA,1716
GULU,6145
GULU,4331
GULU,3492
GULU,2421
GULU,1751
GULU,904
GULU,708
GULU,648
GULU CITY,14706
GULU CITY,10458
GULU CITY,3390
GULU CITY,3156
GULU CITY,1132
GULU CITY,660
GULU CITY,100
HOIMA,28426
HOIMA,18271
HOIMA,5659
HOIMA,1022
HOIMA,509
HOIMA CITY,18137
HOIMA CITY,11256
HOIMA CITY,4821
HOIMA CITY,1246
IBANDA,44638
IBANDA,42803
IBANDA,611
IBANDA,400
IBANDA,106
IGANGA,43147
IGANGA,31858
IGANGA,12618
IGANGA,4761
IGANGA,2185
IGANGA,631
ISINGIRO,105244
ISINGIRO,73405
JINJA,18842
JINJA,18043
JINJA,11730
JINJA,7162
JINJA,3798
JINJA,1722
JINJA,1114
JINJA,418
JINJA CITY,26952
JINJA CITY,17477
JINJA CITY,8709
JINJA CITY,5959
JINJA CITY,3302
JINJA CITY,2658
JINJA CITY,1320
JINJA CITY,944
JINJA CITY,554
JINJA CITY,414
JINJA CITY,408
JINJA CITY,116
KAABONG,18853
KAABONG,8323
KAABONG,2803
KAABONG,417
KAABONG,335
KABALE,45738
KABALE,41632
KABALE,2515
KABAROLE,45134
KABAROLE,15439
KABAROLE,2114
KABERAMAIDO,14700
KABERAMAIDO,12114
KABERAMAIDO,5633
KABERAMAIDO,768
KABERAMAIDO,358
KAGADI,65791
KAGADI,43546
KAGADI,1376
KAKUMIRO,61498
KAKUMIRO,20527
KAKUMIRO,5300
KALAKI,16489
KALAKI,15738
KALAKI,2964
KALANGALA,9791
KALANGALA,8519
KALANGALA,932
KALIRO,38844
KALIRO,16128
KALIRO,6902
KALIRO,2846
KALIRO,1851
KALIRO,1138
KALIRO,821
KALUNGU,25451
KALUNGU,21668
KALUNGU,8754
KAMPALA,314865
KAMPALA,94870
KAMPALA,61190
KAMPALA,16512
KAMPALA,5680
KAMPALA,3880
KAMPALA,2921
KAMPALA,2710
KAMPALA,2571
KAMULI,92840
KAMULI,26909
KAMULI,10787
KAMWENGE,38309
KAMWENGE,36601
KANUNGU,47967
KANUNGU,16043
KANUNGU,15939
KANUNGU,3962
KANUNGU,1584
KANUNGU,1074
KAPCHORWA,18060
KAPCHORWA,8535
KAPCHORWA,6581
KAPCHORWA,5772
KAPCHORWA,610
KAPCHORWA,238
KAPELEBYONG,7596
KAPELEBYONG,7472
KAPELEBYONG,7466
KAPELEBYONG,1377
KAPELEBYONG,1307
KAPELEBYONG,906
KAPELEBYONG,247
KAPELEBYONG,200
KARENGA,10659
KARENGA,3640
KASESE,101072
KASESE,73924
KASESE,48545
KASESE,12378
KASSANDA,40990
KASSANDA,25848
KASSANDA,9602
KASSANDA,6119
KASSANDA,2137
KATAKWI,28361
KATAKWI,20386
KATAKWI,4703
KATAKWI,1699
KATAKWI,1496
KATAKWI,698
KATAKWI,364
KAYUNGA,42725
KAYUNGA,37117
KAYUNGA,10202
KAYUNGA,9237
KAYUNGA,3648
KAYUNGA,889
KAYUNGA,303
KAZO,20212
KAZO,16850
KAZO,15526
KAZO,157
KAZO,80
KIBAALE,35604
KIBAALE,7159
KIBOGA,24767
KIBOGA,22878
KIBOGA,1759
KIBUKU,23058
KIBUKU,15925
KIBUKU,11575
KIBUKU,2856
KIBUKU,2206
KIBUKU,1235
KIBUKU,741
KIBUKU,537
KIBUKU,527
KIBUKU,368
KIBUKU,246
KIKUUBE,39725
KIKUUBE,25089
KIRUHURA,35319
KIRUHURA,15105
KIRUHURA,1465
KIRYANDONGO,35490
KIRYANDONGO,21551
KISORO,60849
KISORO,43846
KISORO,3421
KISORO,677
KITAGWENDA,26924
KITAGWENDA,18925
KITAGWENDA,1482
KITGUM,41192
KITGUM,7680
KITGUM,3624
KOBOKO,44614
KOBOKO,4937
KOLE,28505
KOLE,15036
KOLE,12825
KOLE,9740
KOLE,1420
KOLE,1033
KOTIDO,25620
KOTIDO,13919
KOTIDO,1343
KUMI,35152
KUMI,29292
KUMI,2245
KUMI,1553
KUMI,558
KUMI,242
KWANIA,37497
KWANIA,7857
KWANIA,6855
KWANIA,1228
KWANIA,743
KWANIA,475
KWEEN,19479
KWEEN,13550
KWEEN,360
KYANKWANZI,31546
KYANKWANZI,23189
KYANKWANZI,8824
KYEGEGWA,47844
KYEGEGWA,29080
KYEGEGWA,4861
KYEGEGWA,42
KYENJOJO,75576
KYENJOJO,51965
KYENJOJO,1562
KYENJOJO,1373
KYOTERA,49019
KYOTERA,26137
KYOTERA,539
KYOTERA,464
LAMWO,17064
LAMWO,12862
LAMWO,2200
LAMWO,1125
LAMWO,1040
LAMWO,865
LIRA,22086
LIRA,19004
LIRA,18716
LIRA,1947
LIRA CITY,34054
LIRA CITY,19088
LIRA CITY,310
LUUKA,25495
LUUKA,15885
LUUKA,11120
LUUKA,9406
LUWERO,76801
LUWERO,40353
LUWERO,21136
LUWERO,3330
LUWERO,1850
LUWERO,1801
LUWERO,1481
LUWERO,313
LWENGO,37889
LWENGO,26435
LWENGO,20562
LWENGO,1107
LYANTONDE,16401
LYANTONDE,10076
LYANTONDE,4773
MADI-OKOLLO,
MANAFWA,31324
MANAFWA,17061
MANAFWA,748
MANAFWA,361
MANAFWA,300
MARACHA,30004
MARACHA,17879
MARACHA,2753
MASAKA,12541
MASAKA,11303
MASAKA,6293
MASAKA,4610
MASAKA,671
MASAKA,173
MASAKA CITY,37024
MASAKA CITY,18203
MASAKA CITY,11568
MASAKA CITY,2137
MASAKA CITY,345
MASAKA CITY,242
MASINDI,44680
MASINDI,27950
MASINDI,10686
MAYUGE,48951
MAYUGE,31445
MAYUGE,31142
MAYUGE,2058
MAYUGE,1303
MAYUGE,1254
MBALE,29073
MBALE,25864
MBALE,8287
MBALE,3941
MBALE,1448
MBALE,1269
MBALE CITY,40729
MBALE CITY,25276
MBALE CITY,6565
MBALE CITY,1852
MBALE CITY,1382
MBALE CITY,643
MBARARA,36638
MBARARA,11603
MBARARA CITY,18738
MBARARA CITY,18560
MBARARA CITY,12890
MBARARA CITY,1299
MBARARA CITY,324
MITOOMA,34736
MITOOMA,16148
MITOOMA,13974
MITOOMA,964
MITYANA,64633
MITYANA,48322
MITYANA,1515
MOROTO,18978
MOROTO,3147
MOROTO,1666
MOROTO,473
MOROTO,30
MOYO,18403
MOYO,4015
MOYO,2734
MPIGI,48164
MPIGI,25343
MPIGI,7297
MPIGI,2987
MPIGI,1634
MUBENDE,69286
MUBENDE,45571
MUBENDE,1404
MUKONO,102162
MUKONO,49363
MUKONO,12601
MUKONO,11791
MUKONO,6101
MUKONO,3684
MUKONO,1721
NABILATUK,7929
NABILATUK,5600
NABILATUK,1754
NABILATUK,869
NAKAPIRIPIRIT,19988
NAKAPIRIPIRIT,3526
NAKASEKE,30298
NAKASEKE,19182
NAKASEKE,11196
NAKASEKE,10585
NAKASONGOLA,28325
NAKASONGOLA,19718
NAKASONGOLA,5443
NAKASONGOLA,1764
NAMAYINGO,25171
NAMAYINGO,23471
NAMAYINGO,10525
NAMISINDWA,40792
NAMISINDWA,10243
NAMISINDWA,5689
NAMUTUMBA,32320
NAMUTUMBA,25348
NAMUTUMBA,8364
NAMUTUMBA,3077
NAMUTUMBA,527
NAPAK,20250
NAPAK,15051
NEBBI,39828
NEBBI,12984
NEBBI,8037
NEBBI,7435
NEBBI,2094
NGORA,20272
NGORA,13954
NGORA,203
NGORA,156
NTOROKO,9787
NTOROKO,9679
NTOROKO,2276
NTUNGAMO,156022
NTUNGAMO,9175
NTUNGAMO,4789
NTUNGAMO,4641
NWOYA,12485
NWOYA,10706
NWOYA,1408
NWOYA,515
NWOYA,444
NWOYA,348
OBONGI,3868
OBONGI,3122
OBONGI,2696
OBONGI,2173
OBONGI,776
OMORO,17565
OMORO,7223
OMORO,4111
OMORO,2944
OMORO,1900
OMORO,1170
OMORO,519
OMORO,233
OTUKE,17022
OTUKE,15752
OTUKE,300
OYAM,90787
OYAM,9424
PADER,22606
PADER,19687
PADER,1938
PADER,1549
PAKWACH,29594
PAKWACH,15708
PAKWACH,3154
PAKWACH,669
PAKWACH,233
PALLISA,30350
PALLISA,29381
PALLISA,20235
PALLISA,4113
PALLISA,625
RAKAI,34291
RAKAI,19682
RAKAI,16634
RAKAI,11240
RAKAI,306
RUBANDA,44618
RUBANDA,33500
RUBIRIZI,28667
RUBIRIZI,19474
RUKIGA,19908
RUKIGA,14558
RUKIGA,3500
RUKIGA,526
RUKIGA,419
RUKUNGIRI,62570
RUKUNGIRI,35681
RUKUNGIRI,6376
RUKUNGIRI,6046
RWAMPARA,22782
RWAMPARA,17788
SERERE,50254
SERERE,19424
SERERE,4482
SERERE,2500
SERERE,637
SHEEMA,39982
SHEEMA,34399
SHEEMA,6971
SIRONKO,31119
SIRONKO,29744
SIRONKO,17891
SIRONKO,2743
SIRONKO,1192
SIRONKO,535
SIRONKO,530
SOROTI,34709
SOROTI,15910
SOROTI,14318
SOROTI CITY,10670
SOROTI CITY,9359
SOROTI CITY,7631
SOROTI CITY,1338
SOROTI CITY,701
SOROTI CITY,609
SOROTI CITY,596
SSEMBABULE,
TEREGO,19733
TEREGO,13798
TEREGO,8131
TEREGO,6660
TEREGO,1789
TORORO,76662
TORORO,69011
TORORO,7398
TORORO,2991
TORORO,1290
WAKISO,364991
WAKISO,156371
WAKISO,16598
WAKISO,11592
WAKISO,9562
YUMBE,38712
YUMBE,30102
YUMBE,3500
ZOMBO,44192
ZOMBO,17254
,
FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,339
FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,282
FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,276
FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,247
FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,
MEMBER OF PARLIAMENT REPRESENTING UPDF,335
MEMBER OF PARLIAMENT REPRESENTING UPDF,239
MEMBER OF PARLIAMENT REPRESENTING UPDF,228
MEMBER OF PARLIAMENT REPRESENTING UPDF,223
MEMBER OF PARLIAMENT REPRESENTING UPDF,218
MEMBER OF PARLIAMENT REPRESENTING UPDF,204
MEMBER OF PARLIAMENT REPRESENTING UPDF,184
MEMBER OF PARLIAMENT REPRESENTING UPDF,135
MEMBER OF PARLIAMENT REPRESENTING UPDF,129
